asset_id,report_date,asset_type,currency,Term Months,interest_rate,amount
48140,2024-Q1,security,usd,89,16.34,0.222761
48141,2024-Q1,interbank,eur,75,16.85,0.183259
48142,2024-Q1,cash,eur,72,2.49,0.258782
48143,2024-Q1,cash,usd,81,21.57,0.132403
48144,2024-Q1,security,usd,51,6.02,0.247769
48145,2024-Q1,interbank,uzs,117,18.29,0.192368
48146,2024-Q1,security,usd,26,22.61,0.129365
48147,2024-Q1,loan,uzs,98,7.04,0.295108
48148,2024-Q1,cash,usd,92,23.4,0.130282
48149,2024-Q1,interbank,uzs,101,18.58,0.194615
48150,2024-Q1,security,eur,9,17.6,0.181691
48151,2024-Q1,loan,usd,54,2.54,0.294991
48152,2024-Q1,security,uzs,78,11.12,0.242439
48153,2024-Q1,loan,eur,75,11.36,0.261968
48154,2024-Q1,cash,uzs,83,21.48,0.107843
48155,2024-Q1,interbank,usd,77,11.77,0.237553
48156,2024-Q1,interbank,eur,27,9.26,0.180992
48157,2024-Q1,cash,usd,100,10.18,0.199732
48158,2024-Q1,loan,usd,58,23.13,0.173814
48159,2024-Q1,loan,eur,117,14.73,0.264123
48160,2024-Q1,loan,uzs,63,11.95,0.25981
48161,2024-Q1,security,uzs,65,18.33,0.213331
48162,2024-Q1,security,eur,71,6.74,0.245804
48163,2024-Q1,security,uzs,105,20.53,0.198764
48164,2024-Q1,security,uzs,109,14.96,0.220505
48165,2024-Q1,security,uzs,71,6.34,0.277092
48166,2024-Q1,loan,usd,66,2.34,0.307151
48167,2024-Q1,security,uzs,7,12.06,0.209873
48168,2024-Q1,cash,usd,9,18.3,0.120176
48169,2024-Q1,loan,uzs,89,7.86,0.29523
48170,2024-Q1,security,eur,42,23.11,0.175117
48171,2024-Q1,loan,usd,53,12.86,0.240614
48172,2024-Q1,loan,eur,76,20.42,0.204152
48173,2024-Q1,security,uzs,27,2.97,0.247087
48174,2024-Q1,loan,uzs,40,13.09,0.234793
48175,2024-Q1,interbank,uzs,6,23.47,0.120534
48176,2024-Q1,loan,uzs,93,10.43,0.280193
48177,2024-Q1,cash,uzs,62,18.68,0.147588
48178,2024-Q1,security,eur,23,16.92,0.191308
48179,2024-Q1,security,usd,72,8.18,0.270075
48180,2024-Q1,loan,usd,18,19.93,0.168461
48181,2024-Q1,interbank,eur,94,10.62,0.211631
48182,2024-Q1,interbank,uzs,28,9.23,0.203402
48183,2024-Q1,loan,eur,33,15.92,0.202097
48184,2024-Q1,interbank,uzs,106,5.13,0.260488
48185,2024-Q1,cash,usd,90,21.78,0.164148
48186,2024-Q1,loan,usd,82,1.6,0.329689
48187,2024-Q1,interbank,uzs,73,21.54,0.167081
48188,2024-Q1,cash,uzs,63,12.99,0.162835
48189,2024-Q1,cash,eur,24,16.06,0.148637
48190,2024-Q1,cash,usd,37,22.97,0.104732
48191,2024-Q1,interbank,eur,116,23.06,0.173166
48192,2024-Q1,security,usd,111,20.46,0.204935
48193,2024-Q1,cash,eur,88,18.33,0.158297
48194,2024-Q1,security,uzs,107,13.66,0.258793
48195,2024-Q1,cash,usd,97,5.42,0.228565
48196,2024-Q1,loan,eur,48,10.57,0.240034
48197,2024-Q1,loan,usd,86,13.89,0.246753
48198,2024-Q1,security,uzs,91,5.84,0.267585
48199,2024-Q1,security,uzs,17,14.46,0.198734
48200,2024-Q1,security,usd,110,13.51,0.248589
48201,2024-Q1,security,usd,60,17.23,0.192934
48202,2024-Q1,security,eur,38,15.14,0.214206
48203,2024-Q1,cash,usd,57,20.75,0.123162
48204,2024-Q1,loan,eur,40,10.07,0.243205
48205,2024-Q1,cash,usd,40,13.84,0.178034
48206,2024-Q1,loan,eur,66,14.52,0.226726
48207,2024-Q1,interbank,uzs,120,8.35,0.254625
48208,2024-Q1,cash,uzs,50,15.89,0.144925
48209,2024-Q1,security,uzs,26,7.93,0.250765
48210,2024-Q1,loan,eur,92,18.67,0.22793
48211,2024-Q1,interbank,usd,36,21.79,0.14445
48212,2024-Q1,cash,usd,65,6.06,0.210614
48213,2024-Q1,loan,eur,31,14.05,0.22355
48214,2024-Q1,interbank,uzs,26,20.67,0.141196
48215,2024-Q1,cash,usd,31,14.02,0.174912
48216,2024-Q1,interbank,uzs,43,10.1,0.214319
48217,2024-Q1,interbank,usd,115,16.65,0.203971
48218,2024-Q1,security,uzs,81,9.66,0.258418
48219,2024-Q1,interbank,uzs,84,11.48,0.20215
48220,2024-Q1,loan,uzs,7,23.83,0.163529
48221,2024-Q1,interbank,uzs,2,9.11,0.199022
48222,2024-Q1,security,usd,42,21.78,0.167419
48223,2024-Q1,cash,uzs,107,17.81,0.170031
48224,2024-Q1,interbank,uzs,2,10.09,0.179718
48225,2024-Q1,security,usd,92,21.65,0.189923
48226,2024-Q1,security,uzs,99,3.61,0.26842
48227,2024-Q1,loan,uzs,34,22.89,0.187338
48228,2024-Q1,cash,uzs,15,16.96,0.144248
48229,2024-Q1,interbank,eur,19,13.12,0.190304
48230,2024-Q1,loan,usd,10,10.74,0.250921
48231,2024-Q1,security,usd,102,22.32,0.179601
48232,2024-Q1,interbank,eur,95,19.44,0.178457
48233,2024-Q1,interbank,eur,81,13.19,0.195918
48234,2024-Q1,interbank,usd,11,19.57,0.148015
48235,2024-Q1,security,uzs,115,13.41,0.255687
48236,2024-Q1,interbank,uzs,83,17.46,0.174587
48237,2024-Q1,security,eur,100,15.29,0.226804
48238,2024-Q1,loan,eur,46,4.68,0.29342
48239,2024-Q1,interbank,usd,24,5.22,0.230043
48240,2024-Q1,interbank,usd,99,17.33,0.168709
48241,2024-Q1,interbank,usd,7,6.73,0.200214
48242,2024-Q1,interbank,usd,22,21.44,0.137694
48243,2024-Q1,security,uzs,19,12.78,0.209707
48244,2024-Q1,cash,eur,11,3.33,0.217254
48245,2024-Q1,loan,usd,67,18.39,0.203691
48246,2024-Q1,interbank,uzs,28,17.98,0.178093
48247,2024-Q1,interbank,uzs,116,15.62,0.211738
48248,2024-Q1,interbank,uzs,112,21.81,0.172683
48249,2024-Q1,security,usd,21,17.91,0.196687
48250,2024-Q1,loan,eur,100,18.53,0.235034
48251,2024-Q1,loan,uzs,5,12.11,0.213926
48252,2024-Q1,loan,eur,35,18.34,0.195626
48253,2024-Q1,loan,usd,80,10.25,0.274738
48254,2024-Q1,security,usd,25,10.78,0.213483
48255,2024-Q1,security,usd,10,14.42,0.174911
48256,2024-Q1,interbank,uzs,19,18.17,0.14675
48257,2024-Q1,interbank,usd,80,2.19,0.274586
48258,2024-Q1,loan,usd,27,11.63,0.226497
48259,2024-Q1,interbank,eur,30,0.32,0.25225
48260,2024-Q1,cash,eur,25,12.04,0.199389
48261,2024-Q1,cash,uzs,106,10.39,0.213157
48262,2024-Q1,cash,eur,107,1.48,0.250596
48263,2024-Q1,interbank,uzs,97,8.51,0.242384
48264,2024-Q1,loan,eur,3,6.77,0.256204
48265,2024-Q1,interbank,eur,31,21.43,0.150004
48266,2024-Q1,cash,eur,106,10.51,0.214419
48267,2024-Q1,interbank,eur,67,2.1,0.269852
48268,2024-Q1,cash,usd,5,9.61,0.185332
48269,2024-Q1,security,usd,30,15.41,0.203108
48270,2024-Q1,interbank,eur,100,21.99,0.184788
48271,2024-Q1,security,uzs,106,20.94,0.19345
48272,2024-Q1,interbank,usd,52,10.54,0.171221
48273,2024-Q1,security,eur,19,15.19,0.168009
48274,2024-Q1,loan,eur,10,23.22,0.161254
48275,2024-Q1,loan,usd,28,3.58,0.27133
48276,2024-Q1,interbank,uzs,96,21.2,0.17695
48277,2024-Q1,loan,uzs,100,20.32,0.21374
48278,2024-Q1,security,uzs,31,21.95,0.173482
48279,2024-Q1,loan,uzs,118,23.2,0.193458
48280,2024-Q1,security,eur,106,3.95,0.294939
48281,2024-Q1,loan,usd,119,13.45,0.276496
48282,2024-Q1,security,uzs,91,3.97,0.292483
48283,2024-Q1,cash,uzs,69,6.49,0.218626
48284,2024-Q1,loan,uzs,118,19.06,0.270114
48285,2024-Q1,cash,uzs,83,21.1,0.130644
48286,2024-Q1,loan,eur,100,10.97,0.270965
48287,2024-Q1,interbank,uzs,49,17.95,0.174279
48288,2024-Q1,security,uzs,29,4.91,0.245685
48289,2024-Q1,security,uzs,69,10.86,0.243335
48290,2024-Q1,loan,usd,50,0.1,0.304662
48291,2024-Q1,interbank,uzs,43,18.69,0.165332
48292,2024-Q1,loan,uzs,84,6.4,0.313319
48293,2024-Q1,security,usd,74,0.82,0.261771
48294,2024-Q1,interbank,usd,38,8.44,0.222316
48295,2024-Q1,loan,eur,29,8.59,0.261901
48296,2024-Q1,cash,uzs,66,17.27,0.184852
48297,2024-Q1,cash,uzs,40,8.79,0.202172
48298,2024-Q1,interbank,uzs,29,7.22,0.232067
48299,2024-Q1,loan,eur,27,0.2,0.296533
48300,2024-Q1,interbank,eur,80,18.76,0.180729
48301,2024-Q1,cash,eur,50,1.76,0.253073
48302,2024-Q1,security,uzs,42,8.22,0.24802
48303,2024-Q1,cash,usd,14,5.91,0.178724
48304,2024-Q1,cash,usd,7,22.92,0.099145
48305,2024-Q1,loan,usd,84,14.55,0.247089
48306,2024-Q1,security,usd,117,0.7,0.31139
48307,2024-Q1,security,usd,39,16.21,0.190195
48308,2024-Q1,cash,usd,102,21.19,0.144001
48309,2024-Q1,loan,usd,73,16.04,0.228774
48310,2024-Q1,cash,usd,37,12.57,0.170992
48311,2024-Q1,security,eur,69,7.84,0.26636
48312,2024-Q1,cash,uzs,16,14.86,0.179675
48313,2024-Q1,loan,uzs,41,0.99,0.289965
48314,2024-Q1,cash,usd,89,5.4,0.235581
48315,2024-Q1,cash,uzs,103,22.09,0.141105
48316,2024-Q1,cash,uzs,27,17.06,0.142357
48317,2024-Q1,loan,uzs,110,2.27,0.33202
48318,2024-Q1,cash,eur,73,16.09,0.166878
48319,2024-Q1,security,uzs,28,21.59,0.15614
48320,2024-Q1,security,usd,94,16.1,0.213275
48321,2024-Q1,loan,usd,106,14.18,0.262382
48322,2024-Q1,loan,usd,33,11.87,0.26057
48323,2024-Q1,security,usd,13,14.19,0.192115
48324,2024-Q1,interbank,eur,35,20.91,0.149478
48325,2024-Q1,security,uzs,91,7.58,0.251509
48326,2024-Q1,security,uzs,8,18.53,0.177468
48327,2024-Q1,loan,eur,35,15.39,0.219907
48328,2024-Q1,loan,uzs,39,3.14,0.297857
48329,2024-Q1,cash,uzs,3,5.73,0.192601
48330,2024-Q1,cash,eur,72,21.21,0.134798
48331,2024-Q1,loan,usd,97,7.78,0.290198
48332,2024-Q1,loan,uzs,19,9.82,0.231885
48333,2024-Q1,interbank,usd,107,7.99,0.260978
48334,2024-Q1,security,usd,115,13.34,0.24839
48335,2024-Q1,interbank,uzs,105,1.59,0.2668
48336,2024-Q1,loan,eur,87,10.6,0.264731
48337,2024-Q1,cash,uzs,54,11.99,0.166345
48338,2024-Q1,security,eur,25,19.54,0.151183
48339,2024-Q1,cash,eur,110,5.1,0.228529
48340,2024-Q1,loan,usd,64,9.31,0.274084
48341,2024-Q1,interbank,uzs,55,12.64,0.196096
48342,2024-Q1,interbank,eur,47,19.43,0.166696
48343,2024-Q1,interbank,usd,27,16.85,0.166495
48344,2024-Q1,interbank,usd,46,1.08,0.260484
48345,2024-Q1,cash,eur,96,8.38,0.225404
48346,2024-Q1,loan,usd,68,5.22,0.30352
48347,2024-Q1,security,eur,48,2.95,0.253276
48348,2024-Q1,loan,usd,13,6.61,0.289791
48349,2024-Q1,security,uzs,50,13.71,0.232409
48350,2024-Q1,loan,eur,26,19.61,0.181726
48351,2024-Q1,cash,uzs,48,21.24,0.126087
48352,2024-Q1,cash,eur,18,8.05,0.193026
48353,2024-Q1,security,usd,114,5.53,0.307226
48354,2024-Q1,interbank,eur,21,13.77,0.182403
48355,2024-Q1,loan,uzs,15,15.99,0.235167
48356,2024-Q1,security,usd,79,13.27,0.251343
48357,2024-Q1,security,usd,42,19.92,0.181657
48358,2024-Q1,cash,uzs,120,9.5,0.226373
48359,2024-Q1,loan,usd,49,7.96,0.244367
48360,2024-Q1,security,uzs,79,13.6,0.213351
48361,2024-Q1,security,uzs,101,15.84,0.23305
48362,2024-Q1,security,usd,119,8.03,0.265957
48363,2024-Q1,security,usd,98,6.09,0.271935
48364,2024-Q1,cash,uzs,70,23.2,0.134809
48365,2024-Q1,interbank,uzs,98,16.99,0.190797
48366,2024-Q1,loan,uzs,34,14.71,0.228938
48367,2024-Q1,security,usd,105,6.84,0.269112
48368,2024-Q1,interbank,uzs,105,22.12,0.174157
48369,2024-Q1,interbank,eur,47,12.69,0.210295
48370,2024-Q1,interbank,uzs,9,6.48,0.187113
48371,2024-Q1,loan,uzs,83,8.68,0.282453
48372,2024-Q1,security,usd,13,8.93,0.211439
48373,2024-Q1,loan,usd,3,0.82,0.298417
48374,2024-Q1,loan,uzs,114,9.82,0.288998
48375,2024-Q1,cash,usd,69,6.26,0.201895
48376,2024-Q1,loan,eur,79,10.85,0.257898
48377,2024-Q1,security,uzs,106,13.46,0.233717
48378,2024-Q1,security,eur,112,8.06,0.272271
48379,2024-Q1,interbank,usd,115,0.73,0.28252
48380,2024-Q1,interbank,eur,16,22.26,0.132485
48381,2024-Q1,cash,eur,39,2.82,0.220135
48382,2024-Q1,loan,uzs,93,8.42,0.271284
48383,2024-Q1,loan,eur,4,17.45,0.204033
48384,2024-Q1,cash,uzs,29,21.11,0.14321
48385,2024-Q1,loan,eur,62,15.51,0.228857
48386,2024-Q1,cash,uzs,42,5.77,0.202895
48387,2024-Q1,cash,usd,21,15.92,0.147914
48388,2024-Q1,cash,usd,108,9.66,0.220958
48389,2024-Q1,security,eur,54,17.88,0.189686
48390,2024-Q1,interbank,eur,50,9.49,0.201286
48391,2024-Q1,security,uzs,79,2.11,0.277018
48392,2024-Q1,cash,eur,81,12.64,0.183549
48393,2024-Q1,cash,uzs,60,1.01,0.255834
48394,2024-Q1,interbank,eur,107,14.96,0.207474
48395,2024-Q1,security,eur,36,7.62,0.23076
48396,2024-Q1,security,uzs,105,21.17,0.188814
48397,2024-Q1,loan,usd,105,12.02,0.267837
48398,2024-Q1,loan,uzs,2,0.82,0.284813
48399,2024-Q1,cash,eur,91,15.32,0.173767
48400,2024-Q1,loan,eur,19,19.95,0.206605
48401,2024-Q1,cash,uzs,59,1.08,0.260978
48402,2024-Q1,cash,usd,111,17.88,0.172152
48403,2024-Q1,loan,eur,24,18.28,0.193973
48404,2024-Q1,cash,usd,68,16.33,0.160458
48405,2024-Q1,interbank,uzs,94,11.76,0.225199
48406,2024-Q1,security,eur,58,15.54,0.199996
48407,2024-Q1,loan,usd,10,11.75,0.221885
48408,2024-Q1,interbank,usd,8,9.03,0.181897
48409,2024-Q1,security,uzs,63,1.19,0.283692
48410,2024-Q1,cash,eur,4,11.91,0.151484
48411,2024-Q1,security,uzs,2,18.79,0.164122
48412,2024-Q1,interbank,usd,115,1.22,0.276076
48413,2024-Q1,security,usd,64,0.89,0.290563
48414,2024-Q1,loan,usd,57,4.06,0.287283
48415,2024-Q1,cash,eur,13,7.08,0.201921
48416,2024-Q1,loan,uzs,95,12.0,0.252711
48417,2024-Q1,loan,uzs,62,19.89,0.222792
48418,2024-Q1,loan,eur,27,0.71,0.301069
48419,2024-Q1,security,eur,91,18.77,0.197157
48420,2024-Q1,security,usd,29,17.15,0.18723
48421,2024-Q1,loan,eur,61,11.98,0.263302
48422,2024-Q1,loan,usd,68,4.62,0.299758
48423,2024-Q1,cash,usd,34,2.04,0.223547
48424,2024-Q1,security,eur,106,3.8,0.285183
48425,2024-Q1,loan,eur,85,7.99,0.264361
48426,2024-Q1,interbank,uzs,35,12.74,0.185788
48427,2024-Q1,loan,uzs,19,8.39,0.252414
48428,2024-Q1,loan,uzs,40,13.41,0.225726
48429,2024-Q1,security,usd,56,21.15,0.15191
48430,2024-Q1,interbank,uzs,67,3.11,0.273236
48431,2024-Q1,security,eur,49,21.47,0.177831
48432,2024-Q1,cash,usd,5,4.66,0.222364
48433,2024-Q1,security,uzs,82,11.82,0.235855
48434,2024-Q1,cash,eur,46,17.61,0.15154
48435,2024-Q1,cash,usd,41,16.72,0.148802
48436,2024-Q1,cash,uzs,67,18.2,0.156604
48437,2024-Q1,security,usd,101,17.13,0.220136
48438,2024-Q1,interbank,uzs,1,0.38,0.244844
48439,2024-Q1,loan,eur,116,11.9,0.279953
48440,2024-Q1,loan,uzs,77,9.1,0.279303
48441,2024-Q1,loan,uzs,66,22.27,0.194485
48442,2024-Q1,interbank,eur,7,22.91,0.126478
48443,2024-Q1,security,usd,86,6.15,0.280227
48444,2024-Q1,interbank,eur,87,17.09,0.191216
48445,2024-Q1,security,usd,68,5.69,0.279838
48446,2024-Q1,security,usd,97,17.97,0.223328
48447,2024-Q1,loan,usd,101,7.18,0.2818
48448,2024-Q1,cash,uzs,101,17.53,0.185258
48449,2024-Q1,loan,usd,40,0.65,0.284203
48450,2024-Q1,loan,eur,81,16.87,0.242278
48451,2024-Q1,cash,usd,7,10.1,0.164276
48452,2024-Q1,cash,usd,68,17.73,0.149772
48453,2024-Q1,cash,usd,18,2.2,0.196176
48454,2024-Q1,interbank,usd,37,20.83,0.14115
48455,2024-Q1,security,usd,82,15.97,0.223904
48456,2024-Q1,security,usd,51,8.9,0.231057
48457,2024-Q1,interbank,eur,104,8.2,0.239742
48458,2024-Q1,cash,eur,11,7.09,0.186449
48459,2024-Q1,cash,usd,117,14.13,0.186061
48460,2024-Q1,security,uzs,85,0.94,0.312021
48461,2024-Q1,loan,usd,52,17.09,0.213033
48462,2024-Q1,loan,usd,3,18.88,0.185353
48463,2024-Q1,security,eur,6,6.08,0.244212
48464,2024-Q1,cash,uzs,50,3.36,0.205393
48465,2024-Q1,interbank,eur,69,23.32,0.142113
48466,2024-Q1,security,eur,61,15.22,0.230228
48467,2024-Q1,interbank,usd,36,16.65,0.178004
48468,2024-Q1,loan,usd,79,15.18,0.256318
48469,2024-Q1,loan,usd,74,5.98,0.297643
48470,2024-Q1,security,usd,42,19.24,0.187577
48471,2024-Q1,cash,eur,40,11.55,0.179056
48472,2024-Q1,loan,eur,54,6.32,0.281958
48473,2024-Q1,cash,usd,90,14.24,0.199159
48474,2024-Q1,cash,usd,71,21.21,0.149753
48475,2024-Q1,interbank,eur,16,18.63,0.153204
48476,2024-Q1,security,usd,111,17.08,0.21915
48477,2024-Q1,cash,usd,25,6.42,0.203162
48478,2024-Q1,loan,usd,81,6.7,0.27326
48479,2024-Q1,loan,usd,3,19.94,0.171523
48480,2024-Q1,cash,usd,31,19.19,0.122285
48481,2024-Q1,cash,usd,68,20.67,0.137038
48482,2024-Q1,interbank,usd,102,22.77,0.172847
48483,2024-Q1,security,usd,68,8.77,0.245988
48484,2024-Q1,loan,uzs,7,14.4,0.21535
48485,2024-Q1,interbank,usd,115,13.54,0.229814
48486,2024-Q1,cash,eur,33,7.29,0.211665
48487,2024-Q1,cash,uzs,44,13.11,0.181346
48488,2024-Q1,cash,usd,13,23.62,0.094715
48489,2024-Q1,cash,uzs,84,22.45,0.154429
48490,2024-Q1,interbank,uzs,54,12.46,0.198887
48491,2024-Q1,loan,uzs,27,5.88,0.266449
48492,2024-Q1,interbank,uzs,77,20.04,0.17585
48493,2024-Q1,loan,usd,24,20.57,0.180723
48494,2024-Q1,security,uzs,64,13.51,0.195757
48495,2024-Q1,interbank,eur,80,11.23,0.214956
48496,2024-Q1,interbank,uzs,98,4.37,0.258678
48497,2024-Q1,interbank,eur,84,7.92,0.225628
48498,2024-Q1,loan,uzs,69,0.35,0.324604
48499,2024-Q1,loan,usd,5,10.52,0.220966
48500,2024-Q1,cash,eur,28,3.07,0.225897
48501,2024-Q1,loan,uzs,70,12.42,0.248031
48502,2024-Q1,loan,eur,65,5.96,0.289372
48503,2024-Q1,loan,uzs,65,21.28,0.197051
48504,2024-Q1,loan,uzs,89,2.96,0.302315
48505,2024-Q1,loan,eur,109,10.55,0.242554
48506,2024-Q1,cash,eur,61,3.33,0.240048
48507,2024-Q1,interbank,usd,17,13.67,0.178442
48508,2024-Q1,interbank,eur,54,7.57,0.229979
48509,2024-Q1,security,usd,31,2.51,0.258576
48510,2024-Q1,security,usd,64,14.41,0.206967
48511,2024-Q1,security,eur,71,12.92,0.238724
48512,2024-Q1,loan,eur,66,5.05,0.292409
48513,2024-Q1,security,uzs,70,23.2,0.164079
48514,2024-Q1,interbank,uzs,38,18.92,0.150128
48515,2024-Q1,security,usd,22,14.81,0.200224
48516,2024-Q1,interbank,usd,103,22.64,0.160089
48517,2024-Q1,cash,eur,49,17.92,0.14501
48518,2024-Q1,loan,eur,25,11.59,0.243061
48519,2024-Q1,security,usd,120,23.12,0.179958
48520,2024-Q1,cash,eur,4,15.41,0.148576
48521,2024-Q1,cash,eur,42,3.28,0.234086
48522,2024-Q1,loan,usd,89,2.37,0.308062
48523,2024-Q1,interbank,eur,50,2.21,0.253502
48524,2024-Q1,cash,usd,102,8.53,0.205547
48525,2024-Q1,cash,usd,44,0.2,0.239882
48526,2024-Q1,interbank,usd,78,13.41,0.219082
48527,2024-Q1,security,eur,52,10.47,0.228307
48528,2024-Q1,loan,usd,57,8.73,0.259457
48529,2024-Q1,loan,usd,60,10.31,0.265893
48530,2024-Q1,security,usd,118,10.19,0.26157
48531,2024-Q1,loan,uzs,92,23.72,0.186256
48532,2024-Q1,interbank,uzs,45,10.05,0.20231
48533,2024-Q1,loan,usd,50,22.13,0.195821
48534,2024-Q1,security,usd,49,20.49,0.172873
48535,2024-Q1,interbank,uzs,89,10.27,0.218565
48536,2024-Q1,security,usd,71,1.02,0.301317
48537,2024-Q1,security,usd,65,20.36,0.179401
48538,2024-Q1,cash,eur,52,5.09,0.205215
48539,2024-Q1,security,eur,48,1.4,0.28759
48540,2024-Q1,loan,eur,67,20.91,0.210508
48541,2024-Q1,loan,usd,100,15.8,0.252312
48542,2024-Q1,interbank,eur,116,4.27,0.27985
48543,2024-Q1,security,usd,8,6.94,0.246601
48544,2024-Q1,security,uzs,29,17.9,0.186653
48545,2024-Q1,interbank,usd,83,2.96,0.258292
48546,2024-Q1,security,uzs,18,17.34,0.181187
48547,2024-Q1,loan,uzs,74,11.0,0.249432
48548,2024-Q1,security,usd,51,20.09,0.182378
48549,2024-Q1,interbank,eur,23,15.43,0.160946
48550,2024-Q1,cash,uzs,61,23.57,0.116382
48551,2024-Q1,cash,usd,62,20.57,0.143921
48552,2024-Q1,cash,eur,86,8.25,0.187203
48553,2024-Q1,loan,uzs,100,11.56,0.257786
48554,2024-Q1,interbank,usd,115,22.55,0.182782
48555,2024-Q1,security,usd,53,3.65,0.255309
48556,2024-Q1,loan,uzs,83,10.01,0.283429
48557,2024-Q1,cash,eur,95,13.83,0.179908
48558,2024-Q1,cash,usd,119,8.43,0.227934
48559,2024-Q1,loan,eur,79,2.26,0.305225
48560,2024-Q1,loan,usd,30,4.95,0.265987
48561,2024-Q1,security,usd,42,10.39,0.197811
48562,2024-Q1,security,uzs,26,20.93,0.166471
48563,2024-Q1,cash,usd,24,13.73,0.164897
48564,2024-Q1,security,usd,37,7.16,0.246575
48565,2024-Q1,cash,usd,60,4.03,0.240442
48566,2024-Q1,interbank,usd,95,14.84,0.206998
48567,2024-Q1,security,uzs,35,4.34,0.2601
48568,2024-Q1,interbank,eur,23,1.7,0.237829
48569,2024-Q1,loan,usd,16,0.79,0.289605
48570,2024-Q1,interbank,eur,24,16.74,0.160727
48571,2024-Q1,loan,uzs,52,21.27,0.196433
48572,2024-Q1,cash,uzs,50,12.72,0.158826
48573,2024-Q1,security,uzs,48,6.7,0.250901
48574,2024-Q1,security,usd,39,4.9,0.243133
48575,2024-Q1,loan,usd,55,6.63,0.263194
48576,2024-Q1,cash,uzs,78,7.32,0.214903
48577,2024-Q1,security,uzs,6,14.49,0.194333
48578,2024-Q1,interbank,uzs,107,22.16,0.17504
48579,2024-Q1,cash,eur,37,5.38,0.194933
48580,2024-Q1,cash,usd,17,8.62,0.196468
48581,2024-Q1,security,usd,21,14.27,0.192618
48582,2024-Q1,interbank,uzs,66,10.63,0.213044
48583,2024-Q1,interbank,eur,63,2.8,0.251837
48584,2024-Q1,cash,eur,11,3.76,0.198345
48585,2024-Q1,security,usd,60,13.88,0.211531
48586,2024-Q1,loan,usd,27,14.61,0.239902
48587,2024-Q1,interbank,uzs,110,14.13,0.234471
48588,2024-Q1,loan,eur,38,19.56,0.201011
48589,2024-Q1,interbank,usd,120,4.62,0.271748
48590,2024-Q1,loan,uzs,70,10.82,0.264985
48591,2024-Q1,loan,eur,116,11.17,0.2944
48592,2024-Q1,loan,eur,67,5.16,0.258367
48593,2024-Q1,loan,eur,16,17.03,0.196737
48594,2024-Q1,cash,eur,78,7.49,0.203343
48595,2024-Q1,security,usd,58,14.86,0.191818
48596,2024-Q1,security,usd,99,10.11,0.255257
48597,2024-Q1,interbank,uzs,47,5.76,0.241402
48598,2024-Q1,loan,eur,23,4.97,0.271914
48599,2024-Q1,interbank,usd,14,11.81,0.176182
48600,2024-Q1,loan,eur,90,5.77,0.306628
48601,2024-Q1,loan,eur,28,16.18,0.192653
48602,2024-Q1,loan,usd,81,14.81,0.239759
48603,2024-Q1,interbank,eur,17,18.96,0.136573
48604,2024-Q1,interbank,eur,10,3.2,0.218051
48605,2024-Q1,loan,usd,86,21.17,0.228577
48606,2024-Q1,security,usd,42,12.56,0.217783
48607,2024-Q1,cash,eur,69,15.63,0.16515
48608,2024-Q1,loan,eur,4,23.5,0.18774
48609,2024-Q1,loan,usd,23,12.46,0.237114
48610,2024-Q1,loan,uzs,11,21.12,0.182123
48611,2024-Q1,loan,uzs,34,7.8,0.248641
48612,2024-Q1,cash,usd,35,19.92,0.126671
48613,2024-Q1,cash,uzs,45,22.45,0.130377
48614,2024-Q1,loan,usd,30,4.5,0.291565
48615,2024-Q1,cash,eur,55,11.96,0.191196
48616,2024-Q1,interbank,usd,109,21.48,0.188193
48617,2024-Q1,cash,eur,11,8.55,0.175348
48618,2024-Q1,interbank,uzs,108,16.7,0.194031
48619,2024-Q1,interbank,eur,50,2.44,0.251641
48620,2024-Q1,security,usd,70,7.22,0.255346
48621,2024-Q1,loan,uzs,81,15.83,0.228956
48622,2024-Q1,interbank,eur,89,10.6,0.233884
48623,2024-Q1,loan,uzs,114,15.8,0.244085
48624,2024-Q1,security,uzs,120,13.26,0.263106
48625,2024-Q1,loan,uzs,12,22.3,0.183305
48626,2024-Q1,loan,eur,50,2.88,0.290877
48627,2024-Q1,loan,uzs,65,14.97,0.217413
48628,2024-Q1,security,eur,63,10.95,0.262189
48629,2024-Q1,cash,uzs,119,22.24,0.152515
48630,2024-Q1,cash,uzs,79,20.56,0.145064
48631,2024-Q1,security,usd,49,7.6,0.228719
48632,2024-Q1,interbank,usd,111,20.01,0.180215
48633,2024-Q1,cash,uzs,88,13.81,0.181488
48634,2024-Q1,security,uzs,96,6.98,0.277774
48635,2024-Q1,loan,usd,76,2.2,0.284108
48636,2024-Q1,loan,usd,8,4.0,0.259321
48637,2024-Q1,interbank,uzs,117,15.09,0.217372
48638,2024-Q1,interbank,eur,86,11.95,0.200278
48639,2024-Q1,loan,eur,18,3.21,0.285657
48640,2024-Q1,security,eur,31,21.44,0.162529
48641,2024-Q1,loan,usd,41,13.88,0.225424
48642,2024-Q1,loan,usd,31,23.17,0.16987
48643,2024-Q1,interbank,eur,75,6.61,0.237225
48644,2024-Q1,security,eur,66,4.41,0.269286
48645,2024-Q1,cash,uzs,26,20.93,0.143851
48646,2024-Q1,security,usd,84,18.02,0.216011
48647,2024-Q1,interbank,eur,35,5.09,0.240181
48648,2024-Q1,security,usd,20,8.43,0.211028
48649,2024-Q1,security,uzs,115,7.64,0.286617
48650,2024-Q1,security,uzs,38,16.92,0.190286
